sasdate,GDPC1,PCECC96,PCDGx,PCESVx,PCNDx,GPDIC1,FPIx,Y033RC1Q027SBEAx,PNFIx,PRFIx,A014RE1Q156NBEA,GCEC1,A823RL1Q225SBEA,FGRECPTx,SLCEx,EXPGSC1,IMPGSC1,DPIC96,OUTNFB,OUTBS,OUTMS,INDPRO,IPFINAL,IPCONGD,IPMAT,IPDMAT,IPNMAT,IPDCONGD,IPB51110SQ,IPNCONGD,IPBUSEQ,IPB51220SQ,TCU,CUMFNS,PAYEMS,USPRIV,MANEMP,SRVPRD,USGOOD,DMANEMP,NDMANEMP,USCONS,USEHS,USFIRE,USINFO,USPBS,USLAH,USSERV,USMINE,USTPU,USGOVT,USTRADE,USWTRADE,CES9091000001,CES9092000001,CES9093000001,CE16OV,CIVPART,UNRATE,UNRATESTx,UNRATELTx,LNS14000012,LNS14000025,LNS14000026,UEMPLT5,UEMP5TO14,UEMP15T26,UEMP27OV,LNS13023621,LNS13023557,LNS13023705,LNS13023569,LNS12032194,HOABS,HOAMS,HOANBS,AWHMAN,AWHNONAG,AWOTMAN,HWIx,HOUST,HOUST5F,PERMIT,HOUSTMW,HOUSTNE,HOUSTS,HOUSTW,CMRMTSPLx,RSAFSx,AMDMNOx,ACOGNOx,AMDMUOx,ANDENOx,INVCQRMTSPL,PCECTPI,PCEPILFE,GDPCTPI,GPDICTPI,IPDBS,DGDSRG3Q086SBEA,DDURRG3Q086SBEA,DSERRG3Q086SBEA,DNDGRG3Q086SBEA,DHCERG3Q086SBEA,DMOTRG3Q086SBEA,DFDHRG3Q086SBEA,DREQRG3Q086SBEA,DODGRG3Q086SBEA,DFXARG3Q086SBEA,DCLORG3Q086SBEA,DGOERG3Q086SBEA,DONGRG3Q086SBEA,DHUTRG3Q086SBEA,DHLCRG3Q086SBEA,DTRSRG3Q086SBEA,DRCARG3Q086SBEA,DFSARG3Q086SBEA,DIFSRG3Q086SBEA,DOTSRG3Q086SBEA,CPIAUCSL,CPILFESL,WPSFD49207,PPIACO,WPSFD49502,WPSFD4111,PPIIDC,WPSID61,WPU0531,WPU0561,OILPRICEx,AHETPIx,CES2000000008x,CES3000000008x,COMPRMS,COMPRNFB,RCPHBS,OPHMFG,OPHNFB,OPHPBS,ULCBS,ULCMFG,ULCNFB,UNLPNBS,FEDFUNDS,TB3MS,TB6MS,GS1,GS10,MORTGAGE30US,AAA,BAA,BAA10YM,MORTG10YRx,TB6M3Mx,GS1TB3Mx,GS10TB3Mx,CPF3MTB3Mx,BOGMBASEREALx,M1REAL,M2REAL,BUSLOANSx,CONSUMERx,NONREVSLx,REALLNx,REVOLSLx,TOTALSLx,DRIWCIL,TABSHNOx,TLBSHNOx,LIABPIx,TNWBSHNOx,NWPIx,TARESAx,HNOREMQ027Sx,TFAABSHNOx,VIXCLSx,USSTHPI,SPCS10RSA,SPCS20RSA,TWEXAFEGSMTHx,EXUSEU,EXSZUSx,EXJPUSx,EXUSUKx,EXCAUSx,UMCSENTx,USEPUINDXM,B020RE1Q156NBEA,B021RE1Q156NBEA,GFDEGDQ188S,GFDEBTNx,IPMANSICS,IPB51222S,IPFUELS,UEMPMEAN,CES0600000007,TOTRESNS,NONBORRES,GS5,TB3SMFFM,T5YFFM,AAAFFM,WPSID62,PPICMM,CPIAPPSL,CPITRNSL,CPIMEDSL,CUSR0000SAC,CUSR0000SAD,CUSR0000SAS,CPIULFSL,CUSR0000SA0L2,CUSR0000SA0L5,CES0600000008,DTCOLNVHFNM,DTCTHFNM,INVEST,HWIURATIOx,CLAIMSx,BUSINVx,ISRATIOx,CONSPIx,CP3M,COMPAPFF,PERMITNE,PERMITMW,PERMITS,PERMITW,NIKKEI225,NASDAQCOM,CUSR0000SEHC,TLBSNNCBx,TLBSNNCBBDIx,TTAABSNNCBx,TNWMVBSNNCBx,TNWMVBSNNCBBDIx,TLBSNNBx,TLBSNNBBDIx,TABSNNBx,TNWBSNNBx,TNWBSNNBBDIx,CNCFx,S&P 500,S&P div yield,S&P PE ratio
3/1/1979,7238.727,4488.83,212.7409,3241.7601,1198.2641,1014.607,992.4806,196.3402,563.5793,543.5435,0.9,1802.151,-0.6,1336.1856,1120.3384,337.545,389.471,5182.406,33.146,33.038,,51.7471,53.7729,68.2607,47.1212,28.6301,84.169,50.6745,44.8448,75.6607,28.8616,63.0205,86.065,85.2633,89114,73167.3333,19416.6667,64273.3333,24840.6667,12197,7219.6667,4438,6643.6667,4757,2355,7228,6594.3333,2589.3333,986,18159.3333,15946.6667,10149.2,4399.4667,2911,3504.3333,9531.3333,98252.3333,63.7333,5.8667,5.337459757,0.535487976,16.0333,4.1,5.8333,2844.3333,1967.3333,745,559,2609,1797.3333,905.3333,850.3333,3477,68.177,,66.782,40.5,35.7,3.5667,4853,1665.6667,396.6667,1557.6667,274,206.3333,733.3333,452,565003.041,,226344.007,,735665.6809,75607.0302,830694.26,33.804,33.6867,34.931,51.957,40.142,56.365,104.953,24.964,40.441,23.698,52.856,96.305,443.33,58.639,38.416,90.343,25.816,32.094,23.816,17.74,30.502,28.028,26.595,26.445,25.455,69.2,69.1667,74.3667,74.8333,74.1,86.2333,71.3333,73.8,123.9767109,129.8209679,,18.33549912,25.1138892,19.00836802,,70.583,70.009,,49.633,48.46,44.067,,43.377,33.676,10.0733,9.3833,9.45,10.3,9.1067,10.41,9.2933,10.1567,1.05,1.3,0.07,0.92,-0.28,,206.286,520.7333,1992.9,723.8279,494.7532,794.4238,634.4769,136.3181,930.7419,,28061.03,3496.132,67.46156204,24564.89,474.0055964,20033.4907,8027535.84,17487.36,16.447,271.35,,,,,1.676,201.5286,2.0158,1.1865,71.5,,8.4,9.1,31.53601,2357093.8,50.1021,62.5741,68.4046,11.3333,40.0333,41.3333,40.3333,9.1767,-0.69,-0.8967,-0.78,82,95.9333,83.3,65.4,65.2333,72.9667,72.7667,64.3667,67.4333,71.1,69.3667,6.84,17823.3333,45623,243.6266,0.7917,358000,397859.3277,1.4911,0.1335,,,170.3333,264.3333,645.6667,477.3333,6090.9978,125.4921,,4.88,0.01,7.7,6056.56,1238.36,1281879.33,262100.79,5639148.52,4355.38,890.53,489.0788,99.3467,5.1909,8.1928
6/1/1979,7246.454,4485.916,207.9597,3261.7631,1195.9606,1013.693,986.989,193.5421,563.0369,534.1571,1.1,1819.707,4.1,1342.7673,1130.9155,338.425,391.58,5135.53,33.19,33.077,,51.6299,53.4018,67.2248,47.143,28.4434,85.1129,48.6348,40.9839,75.3632,29.0997,62.9461,85.1806,84.2317,89771.3333,73767.3333,19504,64708,25063.3333,12283.3333,7220.6667,4561.6667,6736.6667,4819,2369,7310,6619.3333,2625.3333,997.6667,18224.6667,16004,10177.1667,4441.2,2881.6667,3518,9604.3333,98371,63.4333,5.7,5.200960339,0.508033107,16.0333,3.9667,5.6667,2886,1873.6667,697.3333,530,2429.3333,1780,876.6667,819.3333,3589.3333,68.324,,66.994,39.9,35.5,3.1333,4958,1845.6667,430.3333,1640.3333,396,172.6667,762.6667,514.3333,565697.5713,,217616.7218,,761767.4155,69484.1061,841324.399,34.728,34.4273,35.775,53.264,41.199,57.988,106.8,25.614,41.813,24.315,54.049,97.514,449.974,59.686,39.214,91.219,29.525,32.503,24.259,18.039,31.294,28.578,27.361,28.478,25.958,71.4,70.8,76.2,77.4667,75.9667,86.7667,74.1333,76.6,132.431402,134.4632552,,18.20245194,25.05781325,18.88975572,,70.304,69.787,,49.542,48.412,45.157,,44.454,34.794,10.18,9.3767,9.3633,9.9367,9.1133,10.74,9.39,10.3933,1.28,1.63,-0.01,0.56,-0.26,,202.997,518.6667,1977.3333,751.2776,506.7286,802.628,641.5832,140.6887,943.3167,,28397.98,3559.116,69.30377958,24838.87,483.6670752,20170.2007,8227783.43,17599.74,15.6026,274.49,,,,,1.7147,217.7653,2.0814,1.1581,66.6,,8.5,9.4,31.06277,2317763.8,49.9577,60.6645,70.06,10.8333,39.5667,40.3333,39,9.1133,-0.8033,-1.0667,-0.79,84.9,105.1,84.4,69.1333,66.6,75.5667,74.8333,66.1667,69.7667,73.2667,71.6333,6.9733,19548,48613.6667,248.6272,0.8327,374500,411478.2861,1.4842,0.1351,,,172.3333,328.3333,640,499.6667,6187.3573,133.4446,,4.86,0.0099,7.79,6159.36,1253.07,1317813.54,268097.04,5722490.84,4402.63,895.67,491.5435,101.1767,5.2324,7.8746
9/1/1979,7300.281,4529.568,213.7745,3273.9333,1210.0329,996.622,1004.4623,197.8343,579.6752,527.7318,0.5,1825.02,0.9,1354.6848,1134.8155,350.604,385.603,5159.548,33.452,33.37,,51.477,53.4876,66.3328,46.8323,28.2203,85.5566,47.3008,37.7099,74.8168,29.7399,61.7919,84.2881,83.3749,90281.3333,74112.3333,19459.6667,65178,25103.3333,12259,7200.6667,4626.6667,6808.6667,4875,2385.6667,7377.6667,6621.3333,2652.6667,1017,18288,16169,10150.7667,4471.9333,2897.6667,3560.6667,9710.6667,99040.6667,63.6667,5.8667,5.376569373,0.486613149,16.2,4.1667,5.7,3044,1952,654,512,2657,1843.6667,882.3333,772.3333,3559.3333,68.94,,67.606,40.1333,35.6,3.2667,4946,1790,453,1587.6667,370.6667,161.6667,771.6667,486,564806.7783,,210978.971,,768248.2651,69192.0749,843750.468,35.59,35.0627,36.522,54.565,42.038,59.493,108.026,26.225,43.168,24.88,54.574,98.492,453.906,61.311,39.577,91.417,34.378,33.025,24.915,18.459,32.276,28.981,27.986,28.882,26.493,73.7,72.6333,78.3667,79.9,78.4667,86.9,77.1,79.8667,141.821302,152.7333546,,18.26251272,25.05981386,18.90905759,,70.002,69.478,,49.481,48.405,46.159,,45.496,35.376,10.9467,9.6733,9.6433,10.1533,9.1033,11.16,9.29,10.3933,1.29,2.06,-0.03,0.48,-0.57,,201.86,513.5,1960.9,772.7736,515.0095,811.6282,658.7685,145.9005,957.5288,,28830.76,3638.32,70.5162467,25192.44,488.2682838,20454.3051,8376450.96,17864.03,16.32,275.19,,,,,1.6391,218.9498,2.2311,1.1666,63.9,,8.8,9.6,30.98402,2322334.9,49.8813,58.6467,69.6156,10.4667,39.8333,40.9,39.6667,9.1233,-1.2733,-1.8233,-1.6567,86.6333,107.4333,85.1333,72.6333,68.2,77.9,76.0333,68.4333,72.3333,75.3,74,7.1133,21150,51706.6667,252.2036,0.8021,386267,426905.9617,1.4911,0.1348,,,171.3333,295.6667,633,487.6667,6358.8277,144.7433,,4.92,0.01,7.92,6320.22,1282.5,1349088.92,273757.63,5827018.41,4475.72,908.21,492.8041,106.2333,5.1353,7.7752
12/1/1979,7318.535,4540.839,208.2775,3301.184,1216.564,978.943,995.318,194.8002,581.2581,506.6069,0.3,1837.039,0.4,1361.2241,1147.5103,372.664,394.013,5170.075,33.489,33.418,,51.6737,53.7982,66.432,46.9128,28.0006,85.5264,46.8792,36.0013,75.2555,29.8599,61.3457,84.0443,82.7773,90575.3333,74412.3333,19330,65590.3333,24985,12145,7185,4622.3333,6881.6667,4918.6667,2390.6667,7438.6667,6689.6667,2680.6667,1032.6667,18427.3333,16163,10257.1667,4496.1333,2886.3333,3579.3333,9697.3333,99637,63.7667,5.9667,5.423406576,0.511371817,16.2,4.3333,5.6667,3027.3333,1975.6667,703.3333,541.6667,2829.3333,1804.6667,857,824.3333,3669.6667,69.194,,67.761,40.1333,35.6,3.1333,4906,1567.6667,423,1337,282.6667,184.3333,695,405.6667,560915.968,,206226.2025,,770750.5454,69746.65,847543.242,36.451,35.794,37.188,55.683,42.8,60.944,109.973,26.857,44.337,25.479,55.353,100.22,459.018,64.082,40.289,92.218,37.237,33.678,25.648,18.976,33.785,29.285,28.671,28.906,26.965,76.0333,74.8333,81.3333,82.7,81.6667,89.1,80.3667,83.2,149.5494498,172.3508268,,18.18733098,24.92032298,18.85791433,,70.014,69.38,,49.422,48.296,47.354,,46.697,35.645,13.5767,11.8433,11.7733,12.27,10.4467,12.46,10.5433,11.8167,1.37,2.01,-0.07,0.43,-1.4,,202.534,501.3333,1929.0667,775.8429,512.724,817.2051,668.4728,149.6474,966.8525,,29131.51,3691.04,71.39239562,25440.46,492.0714861,20677.5828,8453922.45,18062.76,19.2311,274.38,,,,,1.6243,238.6144,2.1599,1.175,62.1,,9.3,10.3,31.02615,2318498.8,49.9062,60.1685,67.3113,10.6333,39.8333,43.1,41.3,10.66,-1.7333,-2.9167,-3.0333,90,114.1333,86.6667,74.8333,69.8667,80.0333,77.8,71.0667,74.8,77.1,76.3333,7.2433,22316,54435.6667,256.8049,0.7805,414567,437660.8473,1.4911,0.1348,,,148.3333,230,571.3333,387.3333,6443.4349,142.5237,,4.99,0.0101,8.04,6457.35,1308.16,1377189.25,278998.34,5916301.4,4536.28,918.98,493.6192,105.3333,5.3207,7.2939
3/1/1980,7341.557,4534.348,205.001,3306.6984,1216.1371,972.248,982.3483,196.2812,587.5828,467.486,0.4,1864.003,11.1,1362.3168,1152.8867,383.064,394.279,5189.801,33.567,33.478,,51.8842,54.2459,66.1094,47.1073,27.9978,85.4067,45.1118,33.0646,75.9064,30.526,60.8259,83.8941,82.4106,90892.3333,74651.3333,19239.3333,66012,24880.3333,12096.6667,7142.6667,4592.6667,6973,4970.6667,2390,7512,6729,2715.6667,1048.3333,18480.6667,16241,10291.7667,4526.8667,2917.6667,3582,9741.3333,99862.3333,63.9,6.3,5.766610932,0.524908339,16.4667,4.9,5.8,3148.6667,2178.3333,830,559.3333,3193.6667,1847,836,840.3333,3743.6667,68.868,,67.597,40,35.3667,3,4570,1246,350,1155.6667,204.3333,122,604,315.6667,556847.72,,210738.3684,,775606.1786,70419.5822,854012.759,37.545,36.6697,38.001,56.983,43.719,63.127,113.197,27.529,46.043,26.121,56.763,102.892,466.658,68.708,40.914,93.427,42.517,34.593,26.183,19.652,35.186,29.837,29.385,29.205,27.711,79.0333,77.6,84.5,86.5333,85.0667,89.6,84.8333,87.2667,155.9693995,192.2575411,,18.08039962,24.61539764,18.77120856,,69.764,69.27,,49.657,48.612,48.461,,47.779,36.692,15.0467,13.3533,13.2433,13.9333,11.9867,13.73,12.1433,13.48,1.4933,1.75,-0.11,0.58,-1.37,,196.106,491.1,1888.4,778.9252,506.5107,813.1968,672.8119,147.2826,960.4793,,29054.08,3681.988,70.94661243,25372.09,488.8836566,20484.3987,8569678.21,17837.44,24.2541,272.7,,,,,1.6667,243.5724,2.2526,1.1642,63.5,,9.6,10.9,30.94982,2299776.3,50.0195,59.7702,66.6362,10.6667,39.6,43.8333,41.9,12.27,-1.6933,-2.7767,-2.9033,91.4333,120.2333,88.8333,79.8667,72.2333,82.9,80.1333,74.2,78.0667,79.9,79.4,7.37,24025.3333,57466.6667,259.507,0.6816,422017,449156.1055,1.4808,0.1335,,,126.6667,184.6667,518,326.3333,6686.4376,152.5252,,5.08,0.0115,8.16,6472.57,1465.13,1398261.63,316509.27,5959214.53,4557.66,1031.67,441.7759,110.3,5.2221,7.2405
6/1/1980,7190.289,4432.231,182.8936,3285.8024,1199.7838,889.579,901.86,182.2462,560.426,380.7637,0.3,1867.666,8.1,1324.8644,1137.6025,390.286,365.647,5144.288,32.617,32.537,,49.6782,52.704,63.7338,44.7436,25.8723,81.1991,40.515,28.6309,75.1455,29.6602,58.9966,79.8992,77.7845,90456.6667,73964,18729.6667,66220.3333,24236.3333,11664.6667,7065,4434,7034,5004.3333,2364.3333,7533.6667,6700.3333,2738.6667,1072.6667,18352.3333,16492.6667,10224.7667,4510.5667,3140.6667,3602.6667,9749.3333,98953.3333,63.8,7.3333,6.636292089,0.681533167,17.9,6.2333,6.4,3512.3333,2625,1003.6667,727.6667,4063,1942.6667,932.3333,845,4472,67.663,,66.376,39.4333,35.1,2.5667,3769,1058,276.3333,929,159,123,535.6667,240.3333,529813.516,,180257.9199,,759962.9859,61961.658,857271.528,38.464,37.49,38.903,58.317,44.695,64.658,115.869,28.209,47.168,26.757,57.647,105.273,473.473,73.232,41.766,94.224,44.568,35.496,26.842,20.197,36.4,30.706,30.026,29.831,28.169,81.7,80.2,86.7,88.2667,87.2333,89.1667,87.2,89.1,162.0809541,196.7570697,,18.04925801,24.7355277,18.7514995,,69.932,69.407,,49.139,48.087,50.288,,49.584,37.15,12.6867,9.6167,9.61,10.2833,10.4767,14.43,11.2033,13.3567,2.88,3.96,-0.01,0.67,0.86,,193.684,472.3333,1853.8333,769.6058,485.3568,786.8463,670.4658,143.8019,930.6482,,29390.16,3650.131,70.95502238,25740.03,500.3613589,20776.4577,8613702.32,18123.88,21.4876,271.19,,,,,1.6861,232.2737,2.2824,1.1706,54.4,,9.9,10.5,31.37303,2281650.4,47.5048,61.4312,60.982,11.2,39.2667,44.1333,42.8,10.3333,-3.07,-2.3533,-1.4833,89.3,113.1,90.3333,82.5667,74.1667,84.8667,81.7,77.7333,80.9333,82.0333,82.1,7.55,26459.6667,60339.5,266.6722,0.484,584183,462414.6193,1.5669,0.1299,,,104.6667,140.3333,447,237,6792.031,145.8002,,5.02,0.0108,8.24,6579.68,1414.88,1414860.72,304248.8,6004942.39,4586.39,986.25,465.0341,108.4333,5.4439,6.8608
9/1/1980,7181.743,4480.849,191.0164,3323.6896,1196.8755,830.866,912.7614,183.5909,564.0991,392.4885,-1.2,1842.245,-4.5,1347.5132,1119.988,389.455,339.334,5200.481,32.597,32.457,,48.8647,52.5243,63.4134,43.4889,24.5451,79.5337,39.9643,28.8167,74.997,29.4198,59.7597,78.1646,75.7168,90050.6667,73664.6667,18378.3333,66221,23829.6667,11386.6667,6991.6667,4376.3333,7105,5039,2329,7576.3333,6704.6667,2765.6667,1075,18315.3333,16386,10216.5,4511.8,2979.6667,3624,9782.3333,98899,63.7,7.6667,6.810043811,0.865075602,18.6667,6.7,6.5333,3341,2696,1228.6667,926.6667,4489.3333,1948,911.3333,893.3333,4550.3333,67.412,,66.074,39.4,35.0333,2.6667,3775,1392,318,1370,233.6667,136.6667,683.3333,338.3333,539493.279,,193527.217,,755212.646,63636.3322,851300.479,39.364,38.3247,39.77,59.534,45.712,65.977,117.981,28.941,48.167,27.485,58.634,107.308,480.027,75.175,43.319,94.909,44.469,36.292,27.588,20.79,37.765,31.306,30.613,30.663,28.953,83.2333,81.4,89.5,91.1667,90.2333,94.4333,88.9333,91.3,169.586053,200.3833625,,18.02165105,24.70137883,18.87369944,,70.012,69.417,,49.334,48.147,51.446,,50.64,37.381,9.8367,9.1533,9.3467,10.1367,10.9533,12.65,11.5767,13.1667,2.2133,1.7,0.19,0.98,1.8,,191.319,479.7667,1874.6333,760.4192,466.6425,765.3536,665.3399,141.651,907.0046,,29866.05,3664.535,70.46530694,26201.51,503.8286028,21114.5049,8751540.77,18464.55,21.4241,272.56,,,,,1.633,219.8223,2.3816,1.1587,67.8,,10,9.8,31.77687,2305916.6,46.5419,64.6699,58.967,12.3667,39.2,41.5,40.7,10.6633,-0.6833,0.8267,1.74,98,115.7,91.4333,83.8,75.7,86.8667,83.6,78.6667,82.2,83.8667,83.6,7.7533,28071.3333,63459.5633,280.1482,0.4595,523400,471123.7386,1.5256,0.1249,,,125.3333,225.6667,646,373,6871.575,177.8731,,5.06,0.011,8.31,6718.04,1462.54,1424072.45,310025.05,6053176.41,4624.94,1006.86,459.3411,123.2667,4.8909,7.7804
12/1/1980,7315.677,4541.39,196.8534,3374.753,1201.5079,908.306,947.1346,186.2143,575.8899,429.2053,-0.3,1841.838,2,1385.8322,1114.4883,387.096,357.53,5270.033,33.371,33.229,,50.7547,54.0067,64.5615,45.5573,26.539,83.0829,42.5146,31.7796,75.1449,30.7135,59.0235,80.7126,78.5831,90726.6667,74343.3333,18582.3333,66621,24105.6667,11568,7014.3333,4411.6667,7193.3333,5085.3333,2359,7660,6746.6667,2799,1111.6667,18394.3333,16383.3333,10257.6667,4544.2,2959.6667,3630.6667,9793,99498.6667,63.7,7.4,6.35656427,1.036217873,18.1667,6.1667,6.7,3159.6667,2425.3333,1233.6667,1113.3333,4206.6667,1971.3333,883,909.3333,4483.6667,68.335,,66.962,39.9333,35.2667,2.9333,3966,1505,398.6667,1332.6667,276,119.6667,766.3333,343,560475.378,,203302.0984,,758719.8958,63772.8792,850301.623,40.338,39.2583,40.825,60.798,46.856,67.321,120.003,29.762,49.209,28.277,59.858,108.949,486.442,76.452,44.74,96.032,44.981,36.911,28.353,21.437,39.056,31.71,31.304,32.226,29.564,85.5667,83.9333,91.3333,93.2667,91.9,96.4,90.9333,93.5667,178.6352957,209.8559903,,18.03431203,24.66563977,18.99362045,,70.219,69.519,,49.835,48.626,52.218,,51.465,38.559,15.8533,13.6133,13.2567,13.84,12.4233,14.26,12.83,14.67,2.2467,1.84,-0.36,0.23,-1.19,,189.446,478.5,1862.3333,780.5688,455.0554,753.7814,663.3766,139.057,892.8384,,30089.22,3685.481,69.93278858,26403.74,501.0165349,21393.8307,8695387.05,18751.36,23.4791,266.36,,,,,1.7244,210.6391,2.3855,1.1841,72.1,,9.8,10,31.157,2306039,48.6435,63.053,59.1903,13.4667,39.7,41.2,39.5333,12.6467,-2.24,-3.2067,-3.0233,102.8,116.6333,93.0333,86.0667,77.3333,89.1333,86.4,81.1,84.5333,85.8667,85.9667,7.9733,29126,63684.0767,290.6288,0.4994,420200,484067.2694,1.4808,0.1211,,,125.3333,224,635.3333,348,7121.896,198.0879,,5.06,0.0106,8.38,6860.48,1440.66,1425497.27,299346.12,6095962.1,4664.25,979.47,476.2037,133.1333,4.6055,8.413
3/1/1981,7459.022,4556.603,202.4628,3355.7224,1212.0167,992.376,955.763,191.1527,587.5897,418.8895,1.2,1866.472,8.1,1445.8658,1123.2106,394.376,372.79,5260.568,34.08,34.047,,50.879,54.1264,64.5682,45.6624,26.5449,83.5349,42.3735,30.7834,75.2473,30.8485,59.8303,80.3913,78.1394,91116,74783.3333,18633,66958.3333,24157.6667,11619.6667,7013.3333,4375.6667,7270.6667,5127,2374,7729.3333,6797.3333,2829,1149,18498.3333,16332.6667,10318.3,4572.3667,2946.3333,3636,9750.3333,100239,63.9667,7.4333,6.273975989,1.146824934,19.2,6.0667,6.6333,3311,2391.3333,1094.6667,1241.6667,4057.6667,2060.6667,906.3333,1001.3333,4531,68.722,,67.348,39.9667,35.3,2.9333,3872,1366.3333,379.3333,1201,241.6667,127,719.6667,278,561450.2833,,195560.0918,,752506.9716,65008.871,859196.248,41.384,40.1293,41.907,62.552,48.096,68.985,121.527,30.564,50.663,29.049,60.519,111.087,491.486,76.858,45.325,96.723,49.638,37.703,29.068,22.099,40.474,32.364,32.162,33.139,30.307,87.9333,85.9,93.7,96.1,94.2333,96.8333,94.6333,96.2667,185.4679899,270.6108019,,18.02496544,24.64545961,19.00521225,,70.029,69.292,,50.603,49.543,52.508,,51.956,41.191,16.57,14.39,13.6467,14.12,12.96,15.15,13.1633,15.2467,2.2867,2.19,-0.74,-0.27,-1.43,,181.93,472,1843.1333,780.7889,446.6719,745.357,661.0005,139.2035,884.5605,,29937.79,3628.618,68.97767899,26309.17,500.1203847,21318.3234,8619467.22,18687.37,21.0301,262.15,,,,,1.8955,205.6251,2.3096,1.1936,68.3,,9.8,10.2,30.87284,2330685.8,48.7333,61.3398,62.8237,14.1333,39.7333,40.4,39.1667,13.1967,-2.18,-3.3733,-3.4067,103.8,111.6,93.8667,90.3333,79.2333,91.2333,87.3333,83.7,87.0333,88.4333,88.4,8.1567,30541.6667,64485.22,297.7843,0.4819,416417,502855.8468,1.498,0.1193,,,119,191.3333,592,298.6667,7203.9495,199.2969,,5.24,0.0105,8.44,6905.06,1381.37,1426153.94,285305.53,6084102.63,4651.36,930.52,499.869,131.5333,4.7454,8.354
6/1/1981,7403.745,4556.934,194.5888,3378.7796,1217.3341,951.246,963.2948,192.7219,599.557,405.6044,0.4,1870.062,10.7,1445.1024,1101.7569,396.508,373.341,5264.986,33.665,33.7,,51.0476,54.6922,64.944,45.5831,26.773,84.1354,43.5961,32.8293,75.0395,31.2455,58.2725,80.0991,78.1261,91356.3333,75150.6667,18755.3333,67160,24196.3333,11711.3333,7044,4356,7332,5158,2385.3333,7786.3333,6842.3333,2852.3333,1085,18598,16205.6667,10385.3333,4600.8,2909,3631.6667,9665,100800.6667,64.0667,7.4,6.350527783,1.04241638,19.2333,6.1,6.6333,3311.3333,2477.6667,1099.3333,1134.6667,4051.6667,2060,933,968,4463.3333,68.641,,67.4,40.1,35.2667,2.8667,3861,1181.6667,297.6667,1113,178.6667,114.6667,614,274.3333,553997.1023,,200471.5638,,746726.8204,64042.4895,861248.706,42.078,40.8877,42.694,63.933,49.004,69.843,123.818,31.187,51.165,29.626,62.241,113.103,497.039,77.1,45.437,97.561,50.187,38.581,29.807,22.573,41.136,32.611,32.8,33.057,31.099,89.7667,87.8,96.0667,98.2667,96.6667,97.5333,97.5,98.6667,197.264081,277.776062,,18.02503386,24.64443496,19.09297484,,69.932,69.265,,49.948,49.096,53.957,,53.548,41.337,17.78,14.9067,14.2767,15.1267,13.75,16.23,13.9833,15.77,2.02,2.48,-0.63,0.22,-1.16,,181.771,474.3333,1854.3667,791.3716,441.3823,741.4493,663.0159,141.5497,882.999,,30175.37,3652.729,69.37776107,26522.64,503.7552766,21279.8278,8895546.37,18642.02,17.1239,262.72,,,,,2.0381,219.9283,2.0792,1.1987,73.9,,9.8,10.2,30.70875,2308032.7,49.1057,61.7019,59.1102,13.7333,39.7333,40.4,38.5667,14.19,-2.8733,-3.59,-3.7967,104.3,111.8667,94.8333,92.2,81.4667,92.4333,88.4333,86.4,89.0667,90.1333,90.1667,8.32,32681.3333,66114.3233,303.503,0.48,419883,510980.4614,1.5152,0.1185,,,116.3333,148.6667,539.6667,308.3333,7538.6178,217.2902,,5.24,0.0099,8.53,6974.26,1316.27,1438951.92,271577.95,6095800.34,4649.85,877.58,529.8486,132.8,4.7846,8.527
